"Nome da campanha","Nome do anúncio","Nome do conjunto de anúncios","URL do site","Tipo de mídia","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [LM - TESTE] [ABO]",AD4,"Arte - Organica Tons ###",https://denavita.com.br/pages/tons-clareador-de-pele,Imagem,not_delivering,ad,4.05571335,489772,0,,12477.28000916,4430,3350,2.81654176,1.12378821,25.47569075,"Compras no site",44.08932865,910,0.06388262,283,4.78182985,"Valor de conversão da compra no site",59664.23,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - EVELYN",[EVELIN],https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro&_pos=1&_sid=464449d27&_ss=r,Vídeo,inactive,ad,1.70546377,475265,0.07170316,,4406.82,2397,1889,1.83847309,0.67646471,9.2723428,"Compras no site",62.06788732,302,0.02962036,71,2.67068544,"Valor de conversão da compra no site",11769.23,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",http://www.denavita.com.br/pages/laranja-moro,Imagem,inactive,ad,3.74808407,474886,0,,16833.77998677,3899,2908,4.31746088,1.02277178,35.44804434,"Compras no site",59.90669034,842,0.07206976,281,2.91967164,"Valor de conversão da compra no site",49149.11,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU","[AQUISIÇÃO]  [ADV. +]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,active,ad,2.20639192,456679,0.10654311,,9751.65,4388,3219,2.22234503,1.21726639,21.3534014,"Compras no site",45.78239437,513,0.04854148,213,4.07927684,"Valor de conversão da compra no site",39779.68,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","ADS - ESPINHA","[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Vídeo,inactive,ad,1.54401377,456429,0.43260836,,11917.82,10222,7685,1.16589904,2.81182835,26.11100522,"Compras no site",86.99138686,668,0.01340247,137,2.58278863,"Valor de conversão da compra no site",30781.21,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","ADS 3 - MES DO CLIENTE — Cópia","[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Imagem,inactive,ad,3.77784496,456103,0.0006117,,15014.49,5395,4410,2.783038,1.35342236,32.91907749,"Compras no site",52.49821678,1298,0.05301205,286,4.89606374,"Valor de conversão da compra no site",73511.9,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD2 - ORGANICO","[CAMPANHA AQUISIÇÃO]",http://www.denavita.com.br/pages/jejoom-denavita,Imagem,inactive,ad,2.34278883,434093,0,,11391.7897757,6458,5495,1.76398107,1.81573995,26.24274009,"Compras no site",79.10965122,981,0.02229793,144,2.74688794,"Valor de conversão da compra no site",31291.97,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 6 — Cópia","teste aquisição ate dia 15  - Lm",https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro&_pos=1&_sid=464449d27&_ss=r,Vídeo,inactive,ad,1.45510522,427264,0.16368334,,4065.83,2376,2103,1.71120791,0.78007976,9.51596671,"Compras no site",62.55123077,233,0.0273569,65,2.54185492,"Valor de conversão da compra no site",10334.75,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -  ANA ELISA TOFU","teste aquisição ate dia 15  - Lm",https://www.denavita.com.br/pages/laranja-moro,Vídeo,not_delivering,ad,2.04923443,421589,0.25328934,,8827.61,3794,2935,2.32672905,1.207337,20.93890021,"Compras no site",53.82689024,556,0.04322615,164,3.1373826,"Valor de conversão da compra no site",27695.59,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - ART 1","Evelyn Regly BM - LM",http://lm1.denavita.com.br/,Imagem,not_delivering,ad,3.58308003,420822,0,,4585.56,1989,1696,2.30546003,0.6247297,10.89667365,"Compras no site",57.3195,380,0.04022122,80,3.3958426,"Valor de conversão da compra no site",15571.84,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",29/12,"Influ Larissa L. 1 - LM TESTE TRAVA DE CPA",http://denavita.com.br/pages/laranja-moro,Vídeo,archived,ad,2.17485193,418970,0.19747237,,5897.25224763,3361,2671,1.75461239,1.1046137,14.0755955,"Compras no site",48.33813318,649,0.03629872,122,3.61868699,"Valor de conversão da compra no site",21340.31,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - 4","[EXCLUSÃO BASE] [ADV. +]",https://www.denavita.com.br/pages/lm1,Vídeo,inactive,ad,2.06343075,409721,0.25758992,,10509.25562397,4558,4054,2.30567258,1.37557021,25.64978516,"Compras no site",61.81915073,444,0.03729706,170,2.83869011,"Valor de conversão da compra no site",29832.52,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ANA MOFU","[BM] [ANA ELISA]",http://denavita.com.br/pages/laranja-moro,Vídeo,inactive,ad,3.43144238,396987,0.11960341,,9992.20895262,4059,3091,2.46174155,1.31591211,25.17011628,"Compras no site",44.8081119,1020,0.05493964,223,4.06862989,"Valor de conversão da compra no site",40654.6,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 6","Evelyn Regly BM - LM",http://lm1.denavita.com.br/,Vídeo,not_delivering,ad,1.5772208,396507,0.1949953,,4424.3541118,2268,1905,1.95077342,0.92129521,11.15832536,"Compras no site",48.61927595,260,0.04012346,91,3.45951513,"Valor de conversão da compra no site",15306.12,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - BOFU","[AQUISIÇÃO]  [ADV. +]",https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps,Imagem,inactive,ad,3.19679219,394839,0,,12584.46116121,5978,4894,2.105129,1.78807058,31.87238637,"Compras no site",36.79667006,1034,0.05720977,342,5.72751102,"Valor de conversão da compra no site",72077.64,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Arte - Organica Lm",http://www.denavita.com.br/pages/laranja-moro,Imagem,not_delivering,ad,2.49431517,385676,0,,3996.79,2202,1616,1.81507266,0.71173731,10.36307678,"Compras no site",71.37125,305,0.02543143,56,2.77699104,"Valor de conversão da compra no site",11099.05,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3","teste publico novo - bid",https://lm1.denavita.com.br/,Vídeo,not_delivering,ad,1.70881693,377505,0.32881154,,5714.93141041,3460,3021,1.65171428,1.51521172,15.13869064,"Compras no site",58.91681866,411,0.02803468,97,2.98967193,"Valor de conversão da compra no site",17085.77,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD- MOFU",[EVELIN],https://track.denavita.com.br/0ksqdzlnmv/,Vídeo,inactive,ad,1.46742661,373576,0.19940788,,5760.7854755,3758,3112,1.53293919,1.27925777,15.42065196,"Compras no site",91.44103929,433,0.01676424,63,1.78672684,"Valor de conversão da compra no site",10292.95,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - BOFU","[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Imagem,active,ad,3.5516859,368356,0,,10859.08,3656,2925,2.97020788,1.20399831,29.47985101,"Compras no site",49.1361086,740,0.06044858,221,4.44291137,"Valor de conversão da compra no site",48245.93,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 4 - NOVO VM","Evelyn Regly BM - LM",https://www.denavita.com.br/products/kit-vida-fit,Vídeo,not_delivering,ad,1.83001192,363918,0.33212702,,10554.84724048,5346,4344,1.97434479,1.89300886,29.0033668,"Compras no site",59.63190531,623,0.03310887,177,3.28865773,"Valor de conversão da compra no site",34711.28,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD1 - VERAO — Cópia","[PUBLICO ENG.] [DR]",https://www.denavita.com.br/pages/tons-clareador-de-pele,Imagem,inactive,ad,3.18079387,363886,0,,9089.90369417,2732,2069,3.32719755,0.9013812,24.98008633,"Compras no site",48.35055156,580,0.06881406,188,4.41541422,"Valor de conversão da compra no site",40135.69,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD2,"[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas,Imagem,active,ad,3.01808451,356973,0,,8901.8682177,4787,3662,1.85959227,1.48778759,24.93709109,"Compras no site",76.74024326,540,0.0242323,116,3.43570128,"Valor de conversão da compra no site",30584.16,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD1 - 07/12","Influ Larissa L 2",http://denavita.com.br/pages/laranja-moro,Vídeo,archived,ad,1.26921673,354675,0.28483541,,4048.73805426,4582,4022,0.88361808,1.91640234,11.4153466,"Compras no site",37.14438582,681,0.02378874,109,4.40492562,"Valor de conversão da compra no site",17834.39,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - RMKT",[RMK],http://denavita.com.br/pages/jejoom-denavita,Imagem,active,ad,4.60683074,344227,0,,4367.37,3711,1852,1.17687146,1.19107449,12.68747077,"Compras no site",60.65791667,276,0.01940178,72,3.71000396,"Valor de conversão da compra no site",16202.96,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS 4","[EXCLUSÃO BASE] [ADV. +]",https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Luciana+Hildebrand-+Performance&utm_content=Laranja+Moro&_pos=1&_sid=a3128af8f&_ss=r,Vídeo,inactive,ad,2.49281024,340129,0.11757892,,4562.05,5893,4300,0.77414729,1.77667885,13.41270518,"Compras no site",64.25422535,206,0.01204819,71,2.82096207,"Valor de conversão da compra no site",12869.37,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - JADE TOFU LP LM1","[AQUISIÇÃO]  [ADV. +]",https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Jade+Seba+-+Performance&utm_content=Laranja+Moro,Vídeo,active,ad,2.26350146,338776,0.15855019,,6615.12373091,2660,2407,2.48688862,1.07740808,19.52654182,"Compras no site",52.92098985,349,0.04699248,125,3.26925404,"Valor de conversão da compra no site",21626.52,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",AD2,"ESTUDOS CLINICOS",https://lm1.denavita.com.br/,Vídeo,archived,ad,1.798567,334109,0.11633329,,3579.33,1863,1327,1.92127214,0.73329363,10.71306071,"Compras no site",81.34840909,175,0.02361782,44,2.31963245,"Valor de conversão da compra no site",8302.73,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ANA ELISA 2","[AQUISIÇÃO]  [ADV. +]",https://www.denavita.com.br/pages/lm1,Vídeo,inactive,ad,2.3278935,331364,0.12434966,,6586.33,2135,1863,3.08493208,0.97204283,19.87641989,"Compras no site",43.0479085,448,0.07166276,153,4.34263239,"Valor de conversão da compra no site",28602.01,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ANA ELISA MOFU","[BM] [ANA ELISA]",http://denavita.com.br/pages/laranja-moro,Vídeo,not_delivering,ad,2.47080532,330065,0.14149031,,6458.97612798,3479,2587,1.85656112,1.45244119,19.56880047,"Compras no site",52.51200104,556,0.03535499,123,3.40082539,"Valor de conversão da compra no site",21965.85,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","tons 3 - 25-11","[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Vídeo,inactive,ad,1.30918839,308162,0.47363075,,8786.35,7501,6564,1.17135715,3.27295384,28.51211376,"Compras no site",67.58730769,1133,0.01733102,130,2.84608284,"Valor de conversão da compra no site",25006.68,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD5,"[BOFU] [ADV+ ABERTO] [ESTATICO]",https://track.denavita.com.br/0ksqdzlnmv/,Vídeo,not_delivering,ad,1.92559605,301816,0.10105163,,3443.2143978,1675,1254,2.05565039,0.7991624,11.40832294,"Compras no site",61.48597139,197,0.03343284,56,2.90290375,"Valor de conversão da compra no site",9995.32,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - MOFU teste ate 08-05 — Cópia — Cópia — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,not_delivering,ad,1.76720924,300521,0.39242183,,5500.6,2210,1624,2.48895928,1.17196469,18.30354617,"Compras no site",94.83793103,240,0.02624434,58,2.14889467,"Valor de conversão da compra no site",11820.21,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2","Conj - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas,Imagem,inactive,ad,3.44004447,300137,0,,12277.09477054,4020,2954,3.05400367,1.47899126,40.9049693,"Compras no site",70.15482726,508,0.04353234,175,3.61465321,"Valor de conversão da compra no site",44377.44,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - TOFU","[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,inactive,ad,2.00645201,293877,0.32770173,,7477.16169031,3892,2989,1.92116179,1.6758712,25.44316735,"Compras no site",66.76037223,468,0.02877698,112,3.01141274,"Valor de conversão da compra no site",22516.82,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK NIVER","[BM] [ANA ELISA]",http://denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Ana+Elisa+Fitfoodmenu+-+performance&utm_content=Laranja+Moro,Imagem,inactive,ad,2.79964626,289671,0.00044188,,4628.31,2159,1410,2.14372858,0.90551004,15.97781621,"Compras no site",55.09892857,308,0.0389069,84,3.46485218,"Valor de conversão da compra no site",16036.41,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS2 - VM — Cópia","[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas,Imagem,inactive,ad,2.1014179,288262,0,,9570.98,3346,2809,2.86042439,1.46359909,33.20236452,"Compras no site",79.75816667,483,0.03586372,120,2.6692251,"Valor de conversão da compra no site",25547.1,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD8,"[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas,Imagem,inactive,ad,2.07938301,285256,0,,5283.64018384,2604,2062,2.02904769,1.14528704,18.52245065,"Compras no site",78.86030125,383,0.02572965,67,2.79468501,"Valor de conversão da compra no site",14766.11,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps,Imagem,inactive,ad,2.582581,284634,0,,12001.57666942,2663,2207,4.50678808,1.21735281,42.164944,"Compras no site",60.92170898,513,0.07397672,197,2.86690665,"Valor de conversão da compra no site",34407.4,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 6","Evelyn Regly BM - LM",https://lm1.denavita.com.br/?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro&_pos=1&_sid=464449d27&_ss=r,Vídeo,not_delivering,ad,1.39819956,281280,0.20668729,,3933.06937129,2064,1671,1.90555687,1.11810296,13.98275516,"Compras no site",78.66138743,218,0.02422481,50,2.11104082,"Valor de conversão da compra no site",8302.87,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU teste ate 08-05 — Cópia — Cópia","[AQUISIÇÃO]  [ADV. +]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,inactive,ad,1.31349169,277814,0.46109987,,4967.74,2947,2140,1.68569393,1.52548108,17.88153225,"Compras no site",78.85301587,260,0.02137767,63,2.22064158,"Valor de conversão da compra no site",11031.57,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - LARISSA MES CLIENTE","[AQUISIÇÃO]  [ADV. +]",https://lm1.denavita.com.br/,Vídeo,active,ad,2.10811016,277324,0.2124122,,6151.05197983,2803,2136,2.19445308,1.25448933,22.18002041,"Compras no site",49.20841584,401,0.04459508,125,3.48508842,"Valor de conversão da compra no site",21436.96,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ORG 2 TOFU","Conj - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,inactive,ad,1.6359761,268642,0,,4697.21,2367,1904,1.98445712,1.13310651,17.48501723,"Compras no site",117.43025,215,0.01689903,40,1.74396291,"Valor de conversão da compra no site",8191.76,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU teste ate 08-05 — Cópia","[TOFU] [TIK + ORG ] [ABERTO]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,active,ad,2.17823424,266703,0.15016329,,6298.91,3639,2549,1.73094531,1.52866672,23.61769459,"Compras no site",88.71704225,276,0.01951085,71,1.88347825,"Valor de conversão da compra no site",11863.86,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons3_rmkt_01-09-2025,rmkt_tons_estáticos_visitantes-engajado-compradores_max-conv_cpa35_02-09-2025_7,https://denavita.com.br/pages/tons-clareador-de-pele,Imagem,not_delivering,ad,2.13168774,264001,0,,4832.02684092,2806,2400,1.7220338,1.25984371,18.30306264,"Compras no site",70.02937451,446,0.02459016,69,3.07632811,"Valor de conversão da compra no site",14864.9,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 4","Influ Evelyn - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,not_delivering,ad,1.37945273,261587,0.3116057,,6914.67,4727,3670,1.46280305,2.23252685,26.43353836,"Compras no site",73.56031915,569,0.01988576,94,3.38300743,"Valor de conversão da compra no site",23392.38,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD3 - MOFU","[PUBLICO ABERTO]",https://denavita.com.br/pages/tons-clareador-de-pele,Vídeo,inactive,ad,2.23396405,259743,0.18774712,,6828.6621864,4258,3021,1.60372527,1.94384449,26.29007206,"Compras no site",61.51947916,557,0.02606858,111,3.83279906,"Valor de conversão da compra no site",26172.89,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 6","Evelyn Regly BM - LM",https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro&_pos=1&_sid=464449d27&_ss=r,Vídeo,not_delivering,ad,1.31451674,259295,0.21226788,,3778.14405082,1915,1752,1.97292118,1.08447907,14.57083265,"Compras no site",65.14041467,212,0.03028721,58,2.25638564,"Valor de conversão da compra no site",8524.95,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"[BOFU] [ADV+ ABERTO] [ESTATICO]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,inactive,ad,2.21334611,258780,0.06614499,,2076.97235512,1093,734,1.90024918,0.60862509,8.02601575,"Compras no site",59.34206729,118,0.03202196,35,3.4905857,"Valor de conversão da compra no site",7249.85,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",AD10,"[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Vídeo,inactive,ad,1.66144988,257970,0.25899523,,9669.8,5295,4586,1.82621341,2.64875761,37.48420359,"Compras no site",81.94745763,707,0.02228517,118,2.80849139,"Valor de conversão da compra no site",27157.55,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - NIVER","Conj. - Q10",https://www.denavita.com.br/pages/coenzimaq10?utm_source=Influenciador&utm_campaign=Dani+Winits+-+performance&utm_content=laranja+moro,Imagem,not_delivering,ad,3.5469975,257888,0,,3010.55,1677,1329,1.79519976,0.75304008,11.67386617,"Compras no site",70.0127907,164,0.02564103,43,3.61920247,"Valor de conversão da compra no site",10895.79,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD1,"[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas,Imagem,inactive,ad,2.51091159,257843,0,,6405.92186141,2407,1867,2.66137177,1.14992457,24.84427292,"Compras no site",57.71100776,403,0.0461155,111,3.76638999,"Valor de conversão da compra no site",24127.2,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADS 3 — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://lm1.denavita.com.br/,Vídeo,not_delivering,ad,1.41093084,257588,0.3561346,,6278.83,3477,2505,1.80581823,2.16508533,24.37547557,"Compras no site",90.99753623,291,0.01984469,69,1.97946751,"Valor de conversão da compra no site",12428.74,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - ISA MOFU LP DANI","[AQUISIÇÃO]  [ADV. +]",https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Jade+Seba+-+Performance&utm_content=Laranja+Moro,Vídeo,inactive,ad,1.46777871,256236,0.48466258,,6824.67981478,3768,3436,1.81122076,1.78975632,26.63435198,"Compras no site",73.38365392,337,0.02468153,93,2.58119509,"Valor de conversão da compra no site",17615.83,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD1 - VERAO",rmkt_tons_estáticos_visitantes-engajado-compradores_max-conv_cpa35_02-09-2025_7,https://denavita.com.br/pages/tons-clareador-de-pele,Imagem,not_delivering,ad,3.30152365,254389,0,,6539.54630817,1937,1443,3.37612096,0.93596814,25.70687533,"Compras no site",55.89355819,541,0.06040268,117,4.10600502,"Valor de conversão da compra no site",26851.41,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD5 - TOFU","[PUBLICO ABERTO]",https://www.denavita.com.br/pages/tons-clareador-de-pele,Imagem,not_delivering,ad,1.83719967,248281,0,,5145.0840484,1778,1405,2.89374806,0.95335527,20.72282635,"Compras no site",55.32348439,443,0.05230596,93,4.15073686,"Valor de conversão da compra no site",21355.89,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT DANI","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps,Imagem,active,ad,2.78657228,247991,0,,12002.05805339,4668,3822,2.57113497,2.18919235,48.39715172,"Compras no site",46.88303927,897,0.05484147,256,4.31890596,"Valor de conversão da compra no site",51835.76,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - MORGANA TOFU","[CAMPANHA AQUISIÇÃO]","https://www.denavita.com.br/pages/jejoom-v3  Jejoom Caneta https://www.denavita.com.br/pages/jejoom-v3-caneta",Vídeo,inactive,ad,2.76321177,245644,0.30918728,,8292.83630268,5875,4815,1.4115466,2.70635554,33.75957199,"Compras no site",65.29792364,368,0.02161702,127,3.13878618,"Valor de conversão da compra no site",26029.44,2026-01-01,2026-05-25
