"Nome da campanha","Nome do anúncio","Nome do conjunto de anúncios","Segmentos de público","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [TONS] [PB DR]",tons_dr-ursinho_video-reels_10-07-2025_nao-tem-clareador-oral-barra,"[PUBLICO ENG.] [DR]",prospecting,inactive,ad,2.98169149,488249,0.13111343,,11648.22587758,5703,4892,2.04247341,,23.85714231,"Compras no site",69.74985555,885,0.02928283,167,3.21189771,"Valor de conversão da compra no site",37412.91,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,inactive,ad,4.12232624,485272,0,,15422.68034222,4309,3285,3.57917854,,31.78151705,"Compras no site",61.4449416,1008,0.05825017,251,2.64516861,"Valor de conversão da compra no site",40795.59,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD5 - TOFU","[PUBLICO ABERTO]",prospecting,not_delivering,ad,2.4499264,484299,0,,10727.44223771,4505,3715,2.38123024,,22.150453,"Compras no site",58.61990294,955,0.04062153,183,3.82751537,"Valor de conversão da compra no site",41059.45,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Conj - Vm",existing,not_delivering,ad,8.79465326,482932,0.17059752,,8258.84228982,9277,6667,0.89024925,,17.10146002,"Compras no site",57.75414189,530,0.01541447,143,4.03691205,"Valor de conversão da compra no site",33340.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK ANA ELISA NIVER 3","[BM] [ANA ELISA]",prospecting,not_delivering,ad,3.1037258,482828,0.12505488,,7516.058621,2326,1826,3.23132357,,15.56674141,"Compras no site",56.93983804,387,0.05674979,132,2.7449134,"Valor de conversão da compra no site",20630.93,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - JADE TOFU — Cópia","[BM JADE]",prospecting,not_delivering,ad,1.47284062,482426,0.1690622,,9095.69613965,4066,3783,2.23701332,,18.85407532,"Compras no site",71.61965464,377,0.03123463,127,2.44317748,"Valor de conversão da compra no site",22222.4,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT DANI","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,active,ad,6.46862718,474021,0.07422667,,20856.96212457,7654,5592,2.72497545,,44.00008043,"Compras no site",51.12000521,1326,0.05330546,408,4.05052469,"Valor de conversão da compra no site",84481.64,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",prospecting,inactive,ad,2.25421693,465471,0.16743471,,13302.80027571,4298,3954,3.09511407,,28.57922465,"Compras no site",57.83826207,802,0.05351326,230,3.1244805,"Valor de conversão da compra no site",41564.34,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - LUCIANA MOFU","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,inactive,ad,4.44947671,457028,0.16673814,,15678.3468876,7979,6106,1.96495136,,34.30500295,"Compras no site",48.53977365,1038,0.04048126,323,3.3250253,"Valor de conversão da compra no site",52130.9,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - BOFU","[PUBLICO ENG.] [DR]",prospecting,active,ad,3.27232583,454261,0,,11943.4142758,4541,3780,2.63012867,,26.29196492,"Compras no site",54.28824671,839,0.04844748,220,4.14873326,"Valor de conversão da compra no site",49550.04,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"[TOFU] [TIK + ORG ] [ABERTO]",existing,inactive,ad,5.78790315,453488,0,,10800.45126841,3225,2320,3.34897714,,23.81639926,"Compras no site",42.52146169,761,0.07875969,254,4.33714563,"Valor de conversão da compra no site",46843.13,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - BOFU","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,active,ad,6.52121256,448529,0.11150673,,11046.75712205,3759,2844,2.9387489,,24.62885816,"Compras no site",46.80829289,747,0.06278265,236,3.84585988,"Valor de conversão da compra no site",42484.28,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - LUCIANA MOFU 2","[EXCLUSÃO BASE] [ADV. +]",prospecting,inactive,ad,1.7177812,446989,0.37983261,,8697.64117809,9002,8060,0.96618987,,19.45828908,"Compras no site",63.48643196,634,0.01521884,137,2.64160817,"Valor de conversão da compra no site",22975.76,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - BOFU — Cópia","[EXCLUSÃO BASE] [ADV. +]",prospecting,inactive,ad,2.16747268,446844,0.05623663,,3492.12243361,1348,1084,2.59059528,,7.81508185,"Compras no site",79.36641895,131,0.03264095,44,2.20766887,"Valor de conversão da compra no site",7709.45,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"[TOFU] [TIK + ORG ] [ABERTO]",engaged,inactive,ad,4.73737212,444555,0,,6793.92491286,3411,2525,1.99176925,,15.28252952,"Compras no site",55.68790912,517,0.03576664,122,2.86729251,"Valor de conversão da compra no site",19480.17,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","TESTE CRIATIVOS COMENTARIOS","[PUBLICO ENG.] [DR]",prospecting,inactive,ad,1.4224109,435922,0.34421525,,7916.71536992,8783,7971,0.90136803,,18.16085302,"Compras no site",65.97262808,1209,0.01366276,120,3.06857186,"Valor de conversão da compra no site",24293.01,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - RAIZA TOFU","[VINAGRE] [RMKT]",prospecting,active,ad,2.20799463,431069,0.16526589,,11391.25425654,4798,4022,2.37416721,,26.42559371,"Compras no site",83.14784129,689,0.02855356,137,2.67399351,"Valor de conversão da compra no site",30460.14,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - TOFU","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,3.8091812,427253,0.22918739,,14425.40932466,5475,4064,2.63477796,,33.76315514,"Compras no site",60.86670601,851,0.04328767,237,2.83279865,"Valor de conversão da compra no site",40864.28,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,active,ad,6.63243714,426280,0.00041053,,14041.83162078,4091,3163,3.43237145,,32.94039509,"Compras no site",56.62028879,830,0.06062088,248,3.9964708,"Valor de conversão da compra no site",56117.77,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - BOFU","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,4.68589615,420353,0.04187671,,12267.11575793,6330,4916,1.93793298,,29.18289095,"Compras no site",49.06846303,938,0.03949447,250,4.03794999,"Valor de conversão da compra no site",49534,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - PRI TOFU","[BM] [MARCELA/PRI]",prospecting,not_delivering,ad,2.18203402,408060,0.16752683,,4817.13470519,5148,4037,0.93572935,,11.80496668,"Compras no site",89.20619824,224,0.01048951,54,1.93399616,"Valor de conversão da compra no site",9316.32,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo 1 - Brenda 29/12","Lm Perfil Novo",existing,not_delivering,ad,6.52630649,406367,0.11242793,,5436.95602378,3707,1771,1.46667279,,13.37942309,"Compras no site",40.57429868,433,0.03614783,134,4.77991911,"Valor de conversão da compra no site",25988.21,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",29/12,"Influ Larissa L. 1 - LM TESTE TRAVA DE CPA",prospecting,archived,ad,2.11774387,405315,0.20198118,,5388.59652822,3084,2496,1.74727514,,13.29483618,"Compras no site",54.98567886,563,0.03177691,98,3.13860574,"Valor de conversão da compra no site",16912.68,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - BOFU","[PUBLICO ENG.] [DR]",existing,active,ad,7.7701249,403759,0,,13258.50624475,4651,3737,2.85067862,,32.83767357,"Compras no site",36.72716411,1224,0.07761772,361,7.05863151,"Valor de conversão da compra no site",93586.91,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","tons_sabrina_video-reels_23-09-2025 — Cópia","[PUBLICO ABERTO]",prospecting,inactive,ad,2.19651098,400771,0.20638719,,10197.63929323,4806,4013,2.12185587,,25.44505289,"Compras no site",81.58111435,771,0.02600916,125,2.73525658,"Valor de conversão da compra no site",27893.16,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - LUCIANA MOFU 2 — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",prospecting,inactive,ad,1.65202023,400529,0.43788839,,11506.2688209,7691,6796,1.49606928,,28.7276797,"Compras no site",62.19604768,742,0.02405409,185,2.72908538,"Valor de conversão da compra no site",31401.59,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - EVELYN",[EVELIN],prospecting,inactive,ad,1.64646075,396746,0.07217212,,3219.38652732,1774,1429,1.81476129,,8.11447759,"Compras no site",68.49758569,217,0.0264938,47,2.33694834,"Valor de conversão da compra no site",7523.54,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","ADS - DR 2 — Cópia","[PUBLICO ABERTO]",prospecting,inactive,ad,2.0098885,393502,0.17759757,,8656.29118341,4889,3851,1.77056477,,21.99808688,"Compras no site",106.86779239,605,0.01656781,81,2.04388919,"Valor de conversão da compra no site",17692.5,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - DANI","[AQUISIÇÃO]  [ADV. +]",prospecting,inactive,ad,1.4347802,388362,0.15666826,,5192.14788294,1514,1216,3.42942396,,13.36935097,"Compras no site",519.21478829,28,0.00660502,10,0.33651199,"Valor de conversão da compra no site",1747.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3","teste publico novo - bid",prospecting,not_delivering,ad,1.7247828,385332,0.35135935,,5466.84179881,2916,2581,1.87477428,,14.1873548,"Compras no site",74.88824382,362,0.02503429,73,2.3076468,"Valor de conversão da compra no site",12615.54,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ANA MOFU","[BM] [ANA ELISA]",prospecting,inactive,ad,3.03332755,384450,0.11699051,,8503.53890528,3090,2567,2.75195434,,22.1187122,"Compras no site",51.85084698,793,0.05307443,164,3.57610759,"Valor de conversão da compra no site",30409.57,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"[TOFU] [TIK + ORG ] [ABERTO]",existing,inactive,ad,5.03766061,381497,0,,6475.05161734,2185,1577,2.96341035,,16.97274583,"Compras no site",46.58310516,455,0.06361556,139,4.08760602,"Valor de conversão da compra no site",26467.46,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ALESSANDRA","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",prospecting,not_delivering,ad,2.85842013,375968,0.16557792,,3041.93381109,2127,1289,1.43015224,,8.09093809,"Compras no site",66.12899589,142,0.0216267,46,2.90712111,"Valor de conversão da compra no site",8843.27,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",prospecting,inactive,ad,2.2368627,374377,0,,12003.58658346,2787,2293,4.30699196,,32.06283127,"Compras no site",60.01793292,591,0.07176175,200,2.63687105,"Valor de conversão da compra no site",31651.91,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD- NIVER 2","TONS TESTE",prospecting,inactive,ad,2.42903994,368104,0,,9616.53025165,4464,3752,2.15424065,,26.12449268,"Compras no site",101.22663423,567,0.02128136,95,2.1977979,"Valor de conversão da compra no site",21135.19,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - MOFU","[PUBLICO ENG.] [DR]",engaged,active,ad,3.25830925,366348,0.3326946,,13404.49544673,9086,1472,1.47529116,,36.58951447,"Compras no site",59.57553532,1504,0.02476337,225,3.70723913,"Valor de conversão da compra no site",49693.67,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","ADS - ESPINHA","[PUBLICO ENG.] [DR]",prospecting,inactive,ad,1.55338796,365885,0.43744346,,8541.8293528,7872,6158,1.08509011,,23.34566695,"Compras no site",92.84597123,494,0.01168699,92,2.35868444,"Valor de conversão da compra no site",20147.48,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - ART 2","Evelyn Regly BM - LM",prospecting,not_delivering,ad,3.08948176,364426,0,,4266.15123213,1582,1304,2.69668219,,11.70649523,"Compras no site",56.88201643,326,0.04740834,75,2.70842954,"Valor de conversão da compra no site",11554.57,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo 1 - Brenda 29/12","Lm Perfil Novo",engaged,not_delivering,ad,4.74487112,360800,0.14194013,,5070.45494363,4001,2330,1.26729691,,14.05336736,"Compras no site",50.70454944,406,0.02499375,100,3.34818082,"Valor de conversão da compra no site",16976.8,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 6 — Cópia","teste aquisição ate dia 15  - Lm",prospecting,inactive,ad,1.44871815,360189,0.16003543,,2889.93446071,1844,1676,1.56720958,,8.02338345,"Compras no site",78.10633678,168,0.02006508,37,1.89164844,"Valor de conversão da compra no site",5466.74,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - DR URSINHO 18-05","[PUBLICO ENG.] [DR]",prospecting,active,ad,1.55148873,349071,0.3366192,,11196.54824839,10379,8758,1.07876946,,32.0752748,"Compras no site",88.16179723,992,0.01223625,127,2.5148447,"Valor de conversão da compra no site",28157.58,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Arte - Organica Lm",prospecting,not_delivering,ad,2.4496581,347849,0,,3361.83316897,1633,1295,2.05868535,,9.6646337,"Compras no site",68.60884018,218,0.03000612,49,3.05746879,"Valor de conversão da compra no site",10278.7,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Arte - Organica Tons ###",prospecting,not_delivering,ad,2.61346473,345027,0,,6538.61890489,3182,2566,2.05487709,,18.95103544,"Compras no site",64.73880104,464,0.03174104,101,3.43824443,"Valor de conversão da compra no site",22481.37,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,inactive,ad,5.01171721,342606,0.0018476,,7792.69213827,3154,2731,2.47073308,,22.74534637,"Compras no site",52.65332526,563,0.04692454,148,3.43627074,"Valor de conversão da compra no site",26777.8,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","laranja-moro_mi-ruback_02-07-2025_junto-com-cafe — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,6.76477439,336879,0.13344554,,8521.7126576,6118,4019,1.3928919,,25.29606374,"Compras no site",54.97879134,449,0.02533508,155,3.54091263,"Valor de conversão da compra no site",30174.64,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK ANA ELISA NIVER 3","[BM] [ANA ELISA]",existing,not_delivering,ad,5.51344443,336480,0.12240252,,5413.34240073,1785,932,3.03268482,,16.08815502,"Compras no site",49.21220364,286,0.06162465,110,4.03525001,"Valor de conversão da compra no site",21844.19,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - SHOOTING BOFU","[PUBLICO ENG.] [DR]",prospecting,active,ad,3.42991185,331916,0.27826016,,13544.27777746,6194,5037,2.18667707,,40.8063419,"Compras no site",75.24598765,766,0.02906038,180,2.83834329,"Valor de conversão da compra no site",38443.31,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 4 - NOVO VM","Evelyn Regly BM - LM",prospecting,not_delivering,ad,1.88645187,331393,0.31666631,,6918.81148071,3366,2857,2.05549955,,20.87796508,"Compras no site",60.69132878,474,0.03386809,114,3.06173106,"Valor de conversão da compra no site",21183.54,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - ART 1","Evelyn Regly BM - LM",prospecting,not_delivering,ad,3.14116939,318524,0.0138043,,3183.05,1477,1243,2.15507786,,9.99312454,"Compras no site",56.84017857,264,0.03791469,56,3.23261966,"Valor de conversão da compra no site",10289.59,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - JADE MOFU 3","[BM JADE]",prospecting,inactive,ad,2.50351007,312398,0.10027913,,3693.80536011,1616,1504,2.28577064,,11.82403652,"Compras no site",58.63183111,170,0.03898515,63,2.98570686,"Valor de conversão da compra no site",11028.62,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU","[AQUISIÇÃO]  [ADV. +]",prospecting,active,ad,1.95452492,311563,0.10027827,,5972.96388134,2063,1597,2.8952806,,19.17096665,"Compras no site",42.97096318,326,0.06737761,139,4.17143658,"Valor de conversão da compra no site",24915.84,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,5.66731425,309220,0,,11617.21310939,2466,1732,4.71095422,,37.56941048,"Compras no site",57.51095599,576,0.08191403,202,3.39817989,"Valor de conversão da compra no site",39477.38,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD4,"Arte - Organica Tons ###",prospecting,not_delivering,ad,3.6620164,305544,0,,7297.80830761,2474,1902,2.94980126,,23.88463955,"Compras no site",42.67724156,525,0.06911884,171,4.79177015,"Valor de conversão da compra no site",34969.42,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - BOFU","[PUBLICO ENG.] [DR]",engaged,active,ad,4.58266023,304669,0,,9137.93370317,4660,3619,1.96092998,,29.99298814,"Compras no site",52.82042603,827,0.03712446,173,4.52765596,"Valor de conversão da compra no site",41373.42,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD- MOFU",[EVELIN],prospecting,inactive,ad,1.44328508,300987,0.20699897,,3994.48096864,2800,2385,1.42660035,,13.27127407,"Compras no site",86.8365428,316,0.01642857,46,1.8556904,"Valor de conversão da compra no site",7412.52,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD7,"[VINAGRE] [RMKT]",existing,inactive,ad,6.50923391,299594,0,,8233.39696923,3670,2971,2.24343242,,27.48184867,"Compras no site",55.25769778,706,0.04059946,149,3.93333762,"Valor de conversão da compra no site",32384.73,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 4","teste publico novo - bid",prospecting,not_delivering,ad,2.01108625,298409,0.16922412,,4081.10240723,1495,1321,2.72983439,,13.67620416,"Compras no site",51.65952414,284,0.05284281,79,3.00762852,"Valor de conversão da compra no site",12274.44,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD1 - VERAO — Cópia","[PUBLICO ENG.] [DR]",prospecting,inactive,ad,2.69923094,297628,0.00021167,,6175.81224084,2081,1507,2.96771371,,20.75010497,"Compras no site",59.38281001,322,0.04997597,104,3.5235511,"Valor de conversão da compra no site",21760.79,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS,"Lm Perfil Novo",existing,inactive,ad,5.78665089,293470,0.09234334,,2584.76341262,3788,2515,0.68235571,,8.80758992,"Compras no site",46.99569841,208,0.01451954,55,4.62428396,"Valor de conversão da compra no site",11952.68,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - 4","[EXCLUSÃO BASE] [ADV. +]",prospecting,inactive,ad,1.90297303,289956,0.26448841,,7151.7486088,2888,2713,2.47636725,,24.66494437,"Compras no site",60.09872781,288,0.04120499,119,2.71917136,"Valor de conversão da compra no site",19446.83,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Conj - Vm",engaged,not_delivering,ad,5.4392061,289121,0.19477658,,4618.60621115,6831,4985,0.67612446,,15.97464802,"Compras no site",57.73257764,284,0.01171132,80,3.95292847,"Valor de conversão da compra no site",18257.02,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADS1 - EVELYN","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",prospecting,inactive,ad,2.01556214,288564,0.31249913,,6332.48737176,2657,2233,2.38332231,,21.94482809,"Compras no site",62.69789477,505,0.0380128,101,2.90863588,"Valor de conversão da compra no site",18418.9,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",prospecting,inactive,ad,2.92479583,285074,0,,5976.32273832,2519,2114,2.37249811,,20.96411015,"Compras no site",60.36689635,415,0.03930131,99,3.02698345,"Valor de conversão da compra no site",18090.23,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 4 — Cópia","teste aquisição ate dia 15  - Lm",prospecting,not_delivering,ad,2.01247475,284898,0.12658566,,2554.41709304,1213,1065,2.10586735,,8.9660759,"Compras no site",62.30285593,145,0.03380049,41,2.53427289,"Valor de conversão da compra no site",6473.59,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ANA MOFU","teste aquisição ate dia 15  - Lm",existing,inactive,ad,6.23058247,284856,0.09971354,,5107.40610187,3271,1910,1.56142039,,17.92978242,"Compras no site",53.76216949,315,0.02904311,95,3.84686465,"Valor de conversão da compra no site",19647.5,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - LARI TOFU","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,2.92716988,282548,0.22087928,,8355.99306007,3192,2755,2.61779231,,29.57371158,"Compras no site",56.45941257,498,0.04636591,148,3.0786251,"Valor de conversão da compra no site",25724.97,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD1 — Cópia","[PUBLICO ENG.] [DR]",prospecting,active,ad,2.97722934,279148,0,,6219.29253967,3117,2572,1.99528153,,22.27955257,"Compras no site",86.37906305,375,0.02309913,72,2.3398417,"Valor de conversão da compra no site",14552.16,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -  ANA ELISA TOFU","teste aquisição ate dia 15  - Lm",prospecting,not_delivering,ad,1.81412141,278874,0.25824207,,5439.32433987,2303,1886,2.36184296,,19.50459469,"Compras no site",63.24795744,323,0.0373426,86,2.51104166,"Valor de conversão da compra no site",13658.37,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - LARISSA MES CLIENTE","[AQUISIÇÃO]  [ADV. +]",prospecting,active,ad,2.48795121,274528,0.21214958,,5514.78074482,2339,1869,2.35775149,,20.08822687,"Compras no site",53.02673793,322,0.04446345,104,3.42117318,"Valor de conversão da compra no site",18867.02,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","[0 (0,00) | 7 (806,90) | 0 (0,00)] ADS - LM","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,4.25941676,274447,0,,8402.02380129,2428,1767,3.46047109,,30.61437655,"Compras no site",56.77043109,504,0.06095552,148,2.94628896,"Valor de conversão da compra no site",24754.79,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,inactive,ad,5.27341084,273516,0.00022668,,7197.70149886,3336,2485,2.15758438,,26.31546783,"Compras no site",76.57129254,324,0.02817746,94,2.97715319,"Valor de conversão da compra no site",21428.66,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - TOFU","[AQUISIÇÃO]  [ADV. +]",existing,inactive,ad,3.13824938,272626,0.20159853,,9451.6212568,2672,1903,3.5372834,,34.6688183,"Compras no site",56.59653447,545,0.0625,167,3.25966193,"Valor de conversão da compra no site",30809.09,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",prospecting,inactive,ad,2.79635751,272382,0.00192744,,6221.68605918,2372,2065,2.62297051,,22.84176656,"Compras no site",55.05916867,479,0.04763912,113,3.390732,"Valor de conversão da compra no site",21096.07,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD7 - BOFU","[PUBLICO ABERTO]",engaged,not_delivering,ad,4.655671,266607,0,,5111.39715402,2691,2120,1.89944153,,19.17202907,"Compras no site",67.25522571,480,0.02824229,76,3.17123274,"Valor de conversão da compra no site",16209.43,2026-01-01,2026-05-25
