"Nome da campanha","Nome do anúncio","Nome do conjunto de anúncios","Segmentos de público","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [LM - TESTE] [ABO]","ADS3- Q10","Conj. - Q10",existing,not_delivering,ad,1.12135922,231,0,,6.39,3,2,2.13,,27.66233766,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","CARROSSEL 2 - 18-02","Carrossel - LM ROAS",existing,archived,ad,1.12376238,227,0,,8.78,1,1,8.78,,38.6784141,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS1 - VM","Arte Organica - VM",engaged,archived,ad,1.37423313,224,0,,4.86,1,,4.86,,21.69642857,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - TACI 2",[RMK],engaged,active,ad,1.27272727,224,0.44642857,,7.27,19,6,0.38263158,,32.45535714,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS9,"Influ Morgana - Jejoom",engaged,inactive,ad,1.115,223,0.29147982,,6.22,1,1,6.22,,27.89237668,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS8,"Influ Morgana - Jejoom",engaged,inactive,ad,1.29069767,222,0.38288288,,5.22,18,13,0.29,,23.51351351,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - RAIZA",[RMK],prospecting,inactive,ad,1.15625,222,0.11711712,,2.09,,,,,9.41441441,,,,,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - TACI",[RMK],engaged,active,ad,1.64179104,220,0.62727273,,6.12,29,14,0.21103448,,27.81818182,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2","Varias Influs - VM",engaged,inactive,ad,1.13989637,220,0.16818182,,6.47,8,6,0.80875,,29.40909091,"Compras no site",6.47,2,0.125,1,15.91499227,"Valor de conversão da compra no site",102.97,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - tofu  teste ate 09-05 — Cópia","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",existing,inactive,ad,1.09090909,216,0.33333333,,2.83,1,1,2.83,,13.10185185,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - RMKT — Cópia","[EXCLUSÃO BASE] [ADV. +]",engaged,inactive,ad,1.33333333,216,0,,1,2,2,0.5,,4.62962963,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - MOFU 3","TONS TESTE",engaged,not_delivering,ad,1.36075949,215,0.42325581,,6.98,29,22,0.24068966,,32.46511628,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS1 - 18-02","Arte Org - Digestino",engaged,inactive,ad,1.21590909,214,0,,4.12,4,2,1.03,,19.25233645,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - 5 — Cópia","[EXCLUSÃO BASE] [ADV. +]",prospecting,inactive,ad,1.0974359,214,0.29439252,,3.3,3,3,1.1,,15.42056075,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - TOFU LARISSA — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",prospecting,inactive,ad,1.01463415,208,0.45673077,,6.32,2,1,3.16,,30.38461538,"Compras no site",6.32,,0.5,1,26.3164557,"Valor de conversão da compra no site",166.32,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -1","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",engaged,not_delivering,ad,1.18965517,207,0.20289855,,3.05,2,3,1.525,,14.73429952,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN NVIER","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",prospecting,not_delivering,ad,1.21052632,207,0.16425121,,6.98,,,,,33.71980676,,,,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD4,"[VINAGRE] [RMKT]",prospecting,inactive,ad,1.06153846,207,0,,3.45,,,,,16.66666667,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2 - VM","Arte Organica - VM",existing,not_delivering,ad,1.02487562,206,0,,7.51,2,1,3.755,,36.45631068,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",prospecting,inactive,ad,1.13407821,203,0.07389163,,1.81,,,,,8.91625616,,,,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - FERNANDA — Cópia","[VINAGRE] [RMKT]",engaged,inactive,ad,1.38095238,203,0.50246305,,9.69,22,17,0.44045455,,47.73399015,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Influ Isadora N. - Lm",engaged,archived,ad,1.1160221,202,0.25247525,,3.87,2,2,1.935,,19.15841584,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo 2 - Melhora retenção 29/12","Influ Mi Ruback",prospecting,archived,ad,1.13559322,201,0.13930348,,4.19,2,1,2.095,,20.84577114,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","Criativo 1 - Brenda 29/12 — Cópia","LP - 1",prospecting,archived,ad,1.0255102,201,0.1840796,,3.95,1,,3.95,,19.65174129,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - ORG TOFU","[VINAGRE] [RMKT]",prospecting,inactive,ad,1.18934911,201,0,,10.18,3,3,3.39333333,,50.64676617,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2 - VM","Arte Organica - VM",engaged,archived,ad,1.24223602,200,0,,5.72,7,4,0.81714286,,28.6,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - RMKT 4","[COENZIMA] [RMKT]",engaged,not_delivering,ad,1.2987013,200,0,,4.42,2,2,2.21,,22.1,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Raiza - Lm",prospecting,not_delivering,ad,1.2208589,199,0.1758794,,5.17,,,,,25.9798995,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MANOELI","Influ turbo - Vm teste ate 16-04",engaged,not_delivering,ad,1.15697674,199,0.40703518,,12.9,6,4,2.15,,64.8241206,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - ALESSANDRA TOFU","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,1.03125,198,0.49494949,,3.83,2,2,1.915,,19.34343434,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - NIVER","[CAMPANHA AQUISIÇÃO]",existing,inactive,ad,1.18562874,198,0.00505051,,4.12,,,,,20.80808081,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU teste ate 08-05 — Cópia","[AQUISIÇÃO]  [ADV. +]",existing,inactive,ad,1.07027027,198,0.5,,3.63,2,1,1.815,,18.33333333,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD14,"[VINAGRE] [RMKT]",prospecting,inactive,ad,1.06451613,198,0.26262626,,10.88,1,,10.88,,54.94949495,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN NIVER 2","Evelyn Regly BM - LM",existing,not_delivering,ad,1.07103825,196,0.21428571,,5.45,1,1,5.45,,27.80612245,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2 - VM","Arte Organica - VM",prospecting,archived,ad,1.09550562,195,0,,5.19,,,,,26.61538462,,,,,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - TACI 3",[RMK],engaged,active,ad,1.6440678,194,0.67010309,,5.13,29,13,0.17689655,,26.44329897,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS2,"Influ Sabrina - Vm [Teste até 13-03]",engaged,archived,ad,1.10857143,194,0.30927835,,6.25,3,2,2.08333333,,32.21649485,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 2 - INGRID VM — Cópia","[VINAGRE] [RMKT]",existing,inactive,ad,1.1626506,193,0.18134715,,8.92,7,5,1.27428571,,46.21761658,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo Versão 1 - Raiza 29/12","Influ Raiza",existing,archived,ad,1.26143791,193,0.12953368,,6.05,,,,,31.34715026,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS1 - Q10","Arte Organica - Q10",prospecting,not_delivering,ad,1.11560694,193,0,,6.35,4,3,1.5875,,32.9015544,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2- ORG","Conj. - Q10",engaged,inactive,ad,1.10344828,192,0,,3.22,1,1,3.22,,16.77083333,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - LEVE 3 PAGUE 2","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",unknown,active,ad,1.03278689,189,0,,12.51984889,1,4,12.51984889,,66.24258669,"Compras no site",12.51984889,6,1,1,14.94506856,"Valor de conversão da compra no site",187.11,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - DANI TOFU — Cópia","teste aquisição ate dia 15  - Lm",existing,inactive,ad,1.11242604,188,0.10106383,,3.5,3,2,1.16666667,,18.61702128,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD9 - CARROSSEL","[VINAGRE] [RMKT]",prospecting,inactive,ad,1.15337423,188,0.09042553,,5.56,2,1,2.78,,29.57446809,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - ALESSANDRA TOFU","[AQUISIÇÃO]  [ADV. +]",existing,inactive,ad,1.03910615,186,0.42473118,,4.03,2,1,2.015,,21.66666667,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MI RUBACK MOFU — Cópia","Conj - Vm",engaged,not_delivering,ad,1.24832215,186,0.24193548,,6.36851757,7,7,0.90978822,,34.23934178,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS3 - 18-02",Jejoom,prospecting,not_delivering,ad,1.02209945,185,0,,4.5,1,1,4.5,,24.32432432,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU teste ate 08-05 — Cópia","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,1.1572327,184,0.15217391,,4.25,,,,,23.09782609,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU teste ate 08-05","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",existing,inactive,ad,1.14285714,184,0.22282609,,18.85,1,,18.85,,102.44565217,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS3- Q10","Conj. - Q10",prospecting,not_delivering,ad,1.05232558,181,0,,3.1,3,3,1.03333333,,17.12707182,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo 1 - Brenda 29/12 — Cópia","Lm Perfil Novo",engaged,not_delivering,ad,1.39230769,181,0.29834254,,2.91,24,8,0.12125,,16.07734807,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - TOFU","[VINAGRE] [RMKT]",prospecting,inactive,ad,1.23287671,180,0.28888889,,5.78,6,4,0.96333333,,32.11111111,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia — Cópia","[TESTE PB FECHADO JADE]",engaged,active,ad,1.18421053,180,0,,1.85458275,,,,,10.3032375,"Compras no site",1.85458275,1,,1,166.02117102,"Valor de conversão da compra no site",307.9,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ANA ELISA MOFU — Cópia","[TESTE PB FECHADO ANA ELISA]",engaged,active,ad,1.15483871,179,0.20111732,,6.43917781,7,3,0.91988254,,35.97306039,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - BOFU — Cópia","TONS TESTE",existing,not_delivering,ad,1.08588957,177,0,,6.9,2,1,3.45,,38.98305085,,,0,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MI RUBACK MOFU — Cópia","Conj - Vm",prospecting,not_delivering,ad,1.14285714,176,0.18181818,,10.41757505,4,3,2.60439376,,59.19076734,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - LIS TOFU","[VINAGRE] [RMKT]",engaged,inactive,ad,1.22695035,173,0.28323699,,8.13,8,8,1.01625,,46.99421965,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU — Cópia","Lm Perfil Novo",existing,not_delivering,ad,1.2027972,172,0.11046512,,2.44,1,,2.44,,14.18604651,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Lari - Jejoom",engaged,not_delivering,ad,1.15540541,171,0.21052632,,4.61,,,,,26.95906433,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - TOFU LARISSA — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,1.05625,169,0.50887574,,6.71,5,,1.342,,39.70414201,"Compras no site",6.71,1,0.2,1,39.00447094,"Valor de conversão da compra no site",261.72,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Influ Evelyn - Vm 2",existing,inactive,ad,1.36290323,169,0.31952663,,6.08,1,1,6.08,,35.97633136,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ANA MOFU — Cópia","teste aquisição ate dia 15  - Lm",existing,inactive,ad,1.14965986,169,0.15976331,,2.46,4,2,0.615,,14.55621302,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 5","Influ Mi Ruback - Lm",engaged,archived,ad,1.0974026,169,0.17159763,,5.22,2,1,2.61,,30.88757396,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS DANI 2","Conj. - Q10",prospecting,not_delivering,ad,1.26515152,167,0,,1.13,,,,,6.76646707,,,,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 2 — Cópia","[VINAGRE] [RMKT]",prospecting,inactive,ad,1.08441558,167,0,,10.69,,,,,64.01197605,,,,,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - BOFU — Cópia","TONS TESTE",engaged,not_delivering,ad,1.08496732,166,0,,8.38,1,1,8.38,,50.48192771,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 4","Influ Mi Ruback - Lm",existing,archived,ad,1.21167883,166,0.26506024,,3.21,7,3,0.45857143,,19.3373494,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2 - 18-02",Jejoom,prospecting,not_delivering,ad,1.0310559,166,0,,3.95,2,1,1.975,,23.79518072,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS1 - 18-02",Jejoom,prospecting,not_delivering,ad,1.05844156,163,0,,6.38,4,3,1.595,,39.14110429,"Compras no site",6.38,1,0.25,1,21.43730408,"Valor de conversão da compra no site",136.77,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU teste ate 08-05","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",prospecting,inactive,ad,1.15602837,163,0.08588957,,6.28,1,,6.28,,38.52760736,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -2","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",existing,not_delivering,ad,1.265625,162,0.2654321,,2.07,,,,,12.77777778,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU teste ate 08-05","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",engaged,inactive,ad,1.10958904,162,0.19753086,,7.08,2,2,3.54,,43.7037037,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT DANI — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,inactive,ad,1.09589041,160,0.2125,,3.58,1,1,3.58,,22.375,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","CARROSSEL 1 - 18-02","Carrossel - LM ROAS",prospecting,archived,ad,1.15107914,160,0.025,,8.4,3,2,2.8,,52.5,"Compras no site",4.2,2,0.66666667,2,43.58571429,"Valor de conversão da compra no site",366.12,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - NIVER 3","[HIBRIDO] [ESTATICO ORG.] [BID 60]",engaged,inactive,ad,1.23076923,160,0,,1.3,3,2,0.43333333,,8.125,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - MOFU 3","TONS TESTE",existing,not_delivering,ad,1.33613445,159,0.16981132,,5.44,5,4,1.088,,34.21383648,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - LARISSA 2","LP - ATUAL",prospecting,archived,ad,1,159,0.1572327,,3.06,2,1,1.53,,19.24528302,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - LARI","[CAMPANHA AQUISIÇÃO]",existing,inactive,ad,1.07432432,159,0.20125786,,2.94,,,,,18.49056604,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 4","Influ Mi Ruback - Lm",engaged,archived,ad,1.23255814,159,0.18238994,,2.83,1,1,2.83,,17.79874214,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo Versão 1 - Raiza 29/12","Influ Raiza",engaged,archived,ad,1.17777778,159,0.08805031,,3.23,,,,,20.31446541,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -2","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",prospecting,not_delivering,ad,1.09722222,158,0.24050633,,8.44,1,,8.44,,53.41772152,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - FERNANDA — Cópia","[VINAGRE] [RMKT]",prospecting,inactive,ad,1.1048951,158,0.37974684,,10.68,4,1,2.67,,67.59493671,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - RMKT",[RMK],engaged,inactive,ad,1.15441176,157,0,,1.22,1,,1.22,,7.77070064,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD2 - ORGANICO — Cópia","[PUBLICO LARISSA]",existing,archived,ad,1.05405405,156,0,,4.97,,,,,31.85897436,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN",EVELIN,prospecting,inactive,ad,1.04026846,155,0,,2.28,1,,2.28,,14.70967742,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Influ Marcela Jacaré - Vm",engaged,archived,ad,1.13970588,155,0.10322581,,1.87026103,1,1,1.87026103,,12.06620018,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN NIVER","Evelyn Regly BM - LM",existing,not_delivering,ad,1.06944444,154,0.25974026,,5.9,,,,,38.31168831,,,,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD2 — Cópia","[VINAGRE] [RMKT]",existing,inactive,ad,1.15789474,154,0,,3.4,,,,,22.07792208,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU teste ate 08-05 — Cópia","[AQUISIÇÃO]  [ADV. +]",existing,inactive,ad,1.18461538,154,0.07142857,,3.24,3,1,1.08,,21.03896104,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",AD2,"[EXCLUSÃO BASE] [ADV. +]",existing,inactive,ad,1.34210526,153,0.17647059,,3.36,1,1,3.36,,21.96078431,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo 2 - Melhora retenção 29/12","Influ Mi Ruback",existing,archived,ad,1.28571429,153,0.07843137,,3.02,2,1,1.51,,19.73856209,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",existing,inactive,ad,1.13432836,152,0.11842105,,2,3,1,0.66666667,,13.15789474,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -2","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",engaged,not_delivering,ad,1.216,152,0.36842105,,7.97,9,7,0.88555556,,52.43421053,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - MES CONSUMIDOR","[AQUISIÇÃO]  [ADV. +]",unknown,inactive,ad,1.03401361,152,0,,6.11991683,,,,,40.26261073,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS  - EVELYN VM","[TESTE PB FECHADO]",prospecting,inactive,ad,1.07042254,152,0.125,,1.1,,,,,7.23684211,,,,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 4 — Cópia","[VINAGRE] [RMKT]",prospecting,inactive,ad,1.06338028,151,0.31125828,,6.77,4,1,1.6925,,44.83443709,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2 - VM","Arte Organica - VM",prospecting,not_delivering,ad,1.04137931,151,0,,2.83,2,1,1.415,,18.74172185,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - NIVER","[CAMPANHA AQUISIÇÃO]",existing,inactive,ad,1.21774194,151,0,,5.18,4,5,1.295,,34.30463576,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - ORG TOFU","[VINAGRE] [RMKT]",existing,inactive,ad,1.12781955,150,0,,8.19,3,4,2.73,,54.6,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - NIVER","[CAMPANHA AQUISIÇÃO]",prospecting,inactive,ad,1.1627907,150,0,,2.92,,,,,19.46666667,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - LUCIANA MOFU","[EXCLUSÃO BASE] [ADV. +]",engaged,inactive,ad,1.18253968,149,0.16107383,,4.34,3,1,1.44666667,,29.12751678,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - LARI 2","Influ Lari - Jejoom",engaged,not_delivering,ad,1.1037037,149,0.27516779,,5.09,1,1,5.09,,34.16107383,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - MANOELI — Cópia","[VINAGRE] [RMKT]",existing,inactive,ad,1.29565217,149,0.40268456,,7.66,20,14,0.383,,51.40939597,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","ADS - LARI 6",[RMK],existing,inactive,ad,1.28695652,148,0.2027027,,2.94,5,3,0.588,,19.86486486,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD 2 DUDA — Cópia","[TESTE PB FECHADO]",prospecting,inactive,ad,1.05714286,148,0.11486486,,2.42,1,1,2.42,,16.35135135,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS3 - VM","Arte Organica - VM",prospecting,archived,ad,1.04255319,147,0,,5.16,1,1,5.16,,35.10204082,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - BOFU","[AQUISIÇÃO]  [ADV. +]",unknown,inactive,ad,1.02797203,147,0.08843537,,7.01967712,1,,7.01967712,,47.75290558,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",AD1,"TESTE RACHEL ATE 21-03",engaged,archived,ad,1.05755396,147,0.15646259,,5.55,,,,,37.75510204,,,,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD4,"[VINAGRE] [RMKT]",existing,inactive,ad,1.11450382,146,0,,5.25,2,1,2.625,,35.95890411,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN TOFU","[TESTE PB FECHADO]",engaged,active,ad,1.02097902,146,0.43835616,,4.98,1,1,4.98,,34.10958904,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - DANI TOFU — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,1.03571429,145,0.33103448,,6.38,3,,2.12666667,,44,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS3 - 18-02",Jejoom,prospecting,not_delivering,ad,1.02112676,145,0,,5.84,4,5,1.46,,40.27586207,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 4 — Cópia","[VINAGRE] [RMKT]",existing,inactive,ad,1.08208955,145,0.26206897,,8,7,7,1.14285714,,55.17241379,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Marcela Jacaré - Vm",engaged,archived,ad,1.15079365,145,0.32413793,,4.45838152,1,,4.45838152,,30.74745874,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - NIVER","[CAMPANHA AQUISIÇÃO]",prospecting,inactive,ad,1.09022556,145,0,,3.96,1,,3.96,,27.31034483,,,,0,,,,,2026-01-01,2026-05-25
