"Nome da campanha","Segmentos de público","Nome do anúncio","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [JEJOOM] [CBO]",prospecting,"AD - LARI",inactive,ad,1.168,292,0.31506849,,6.65,3,2,2.21666667,,22.7739726,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - 6",not_delivering,ad,1.20661157,292,0.32876712,,5.36,7,5,0.76571429,,18.35616438,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"AD - BOFU RMKT2 17-05",not_delivering,ad,1.31081081,291,0,,14.02,9,6,1.55777778,,48.17869416,"Compras no site",14.02,,0.11111111,1,11.32881598,"Valor de conversão da compra no site",158.83,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"AD - BOFU — Cópia",not_delivering,ad,1.04710145,289,0,,7.68,5,3,1.536,,26.57439446,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,24-12,archived,ad,1.22457627,289,0.14878893,,3.66,2,1,1.83,,12.66435986,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS3 - 18-02",not_delivering,ad,1.7202381,289,0,,5.56,,,,,19.23875433,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 2",inactive,ad,1.20502092,288,0.20138889,,10.34,3,3,3.44666667,,35.90277778,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"ADS - LARISSA 2",archived,ad,1.02135231,287,0.2369338,,6.25,3,,2.08333333,,21.77700348,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"ADS - BRUNA 1 — Cópia",not_delivering,ad,1.19409283,283,0.16254417,,9.1,1,1,9.1,,32.15547703,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD - RAIZA MOFU",inactive,ad,1.1504065,283,0.25795053,,14.79,4,1,3.6975,,52.2614841,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,AD1,not_delivering,ad,1.26457399,282,0.24822695,,10.92279785,4,3,2.73069946,,38.7333257,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD - RMKT",inactive,ad,1.08914729,281,0,,3.32,4,,0.83,,11.81494662,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"CARROSSEL 2 - 18-02",archived,ad,1.07279693,280,0,,12,3,2,4,,42.85714286,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"Criativo 1 - Brenda 29/12 — Cópia",not_delivering,ad,1.23348018,280,0.13571429,,5.43,6,1,0.905,,19.39285714,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - MOFU teste ate 08-05 — Cópia",inactive,ad,1.03703704,280,0.46428571,,5.38,2,,2.69,,19.21428571,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"CARROSSEL 1 - 18-02",archived,ad,1.27981651,279,0.11469534,,16.43,5,3,3.286,,58.88888889,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"ARTE 1 20-10-2025 DENAVITA",inactive,ad,1.2139738,278,0,,6.99,2,2,3.495,,25.14388489,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - JESSICA MOFU NIVER",not_delivering,ad,1.15481172,276,0.16666667,,12.49,3,3,4.16333333,,45.25362319,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"ADS 2 — Cópia",inactive,ad,1.14522822,276,0,,15.9,3,2,5.3,,57.60869565,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"AD - SUSANA",inactive,ad,1.13168724,275,0.14181818,,4.71,4,2,1.1775,,17.12727273,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS2- Q10",not_delivering,ad,1.12757202,274,0,,14.13,4,2,3.5325,,51.56934307,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD - RAIZA",inactive,ad,1.20264317,273,0.20512821,,12.5,7,4,1.78571429,,45.78754579,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,AD2,not_delivering,ad,1.2079646,273,0.12820513,,6.01,1,1,6.01,,22.01465201,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS3 - VM",archived,ad,1.17316017,271,0,,9.76,4,2,2.44,,36.01476015,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD1 - ORGANICO — Cópia",archived,ad,1.05490196,269,0,,7.76,4,3,1.94,,28.84758364,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - MOFU ANA ELISA — Cópia — Cópia",active,ad,1.15450644,269,0.23791822,,5.28373076,6,4,0.88062179,,19.64212179,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"CARROSSEL 2 - 18-02",archived,ad,1.1622807,265,0,,9.66,2,1,4.83,,36.45283019,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - 4",not_delivering,ad,1.4640884,265,0.49433962,,8.95,40,22,0.22375,,33.77358491,"Compras no site",4.475,3,0.05,2,31.02905028,"Valor de conversão da compra no site",277.71,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS1 - 18-02",inactive,ad,1.09166667,262,0,,6.27395334,1,1,6.27395334,,23.9463868,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,AD1,not_delivering,ad,1.21860465,262,0,,4.8,1,1,4.8,,18.32061069,"Compras no site",4.8,1,1,1,57.57916667,"Valor de conversão da compra no site",276.38,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,AD14,inactive,ad,1.11688312,258,0.28682171,,10.54,6,2,1.75666667,,40.85271318,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS1 - VM",archived,ad,1.06198347,257,0,,8.21,4,4,2.0525,,31.94552529,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"AD - MOFU 1",not_delivering,ad,1.60625,257,0.34241245,,10.12,32,31,0.31625,,39.37743191,,,0,0,0,0.16600791,"Valor de conversão da compra no site",1.68,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - EVELYN TOFU",active,ad,1.03225806,256,0.3984375,,8.78,5,3,1.756,,34.296875,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1 - SABRINA",inactive,ad,1.13274336,256,0.33984375,,6.35,5,3,1.27,,24.8046875,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - 7",not_delivering,ad,1.16972477,255,0.23137255,,2.89,1,,2.89,,11.33333333,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,AD9,inactive,ad,1.14414414,254,0.29527559,,14.67,5,3,2.934,,57.75590551,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - 7",not_delivering,ad,1.29230769,252,0.46031746,,13.54,36,25,0.37611111,,53.73015873,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia",active,ad,1.12556054,251,0,,7.24,1,1,7.24,,28.84462151,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD1 — Cópia",inactive,ad,1.11312217,246,0.10569106,,2.62,5,5,0.524,,10.6504065,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,AD2,archived,ad,1.05150215,245,0.09795918,,3.53,3,2,1.17666667,,14.40816327,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD3 -",inactive,ad,1.07964602,244,0.14344262,,3.19,1,,3.19,,13.07377049,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"AD1 — Cópia",inactive,ad,1.10958904,243,0.06995885,,1.2,1,1,1.2,,4.9382716,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD -1",not_delivering,ad,1.10502283,242,0.22727273,,4.13,,,,,17.0661157,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,AD3,archived,ad,1.08035714,242,0.12809917,,4.79,1,,4.79,,19.79338843,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia — Cópia",active,ad,1.07142857,240,0,,5.99,1,,5.99,,24.95833333,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - 7",not_delivering,ad,1.14285714,240,0.09166667,,6.15,3,3,2.05,,25.625,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,AD3,archived,ad,1.07727273,237,0.11392405,,4,1,1,4,,16.87763713,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"AD - TOFU",inactive,ad,1.234375,237,0.29535865,,5.16,12,9,0.43,,21.7721519,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"Criativo Versão 2 - Sabrina 29/12 — Cópia",inactive,ad,1.10849057,235,0.2212766,,3.98,4,3,0.995,,16.93617021,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,ADS4,inactive,ad,1.15196078,235,0.26382979,,12.72,5,5,2.544,,54.12765957,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD4 - ORGANICO",inactive,ad,1.08837209,234,0,,5.93,1,1,5.93,,25.34188034,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - RMK  EVELYN 19-05 PERFIL DENA",active,ad,1.1758794,234,0.36752137,,24.60733453,12,7,2.05061121,,105.15954926,"Compras no site",24.60733453,2,0.08333333,1,4.1069056,"Valor de conversão da compra no site",101.06,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",unknown,"AD - LUCIANA MOFU",inactive,ad,1.01304348,233,0.19742489,,19.57747375,4,2,4.89436844,,84.02349249,"Compras no site",19.57747375,2,0.25,1,14.15453309,"Valor de conversão da compra no site",277.11,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS 1 - SABRINA",inactive,ad,1.14285714,232,0.22844828,,5.4,,,,,23.27586207,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS - LARI 2",not_delivering,ad,1.05454545,232,0.34051724,,10.07,4,3,2.5175,,43.40517241,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS3- Q10",not_delivering,ad,1.12135922,231,0,,6.39,3,2,2.13,,27.66233766,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",unknown,"AD - DANI TOFU",inactive,ad,1.02666667,231,0.08658009,,9.04999629,,2,,,39.17747314,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - JADE TOFU 19-05 BM JADE + DENA — Cópia",active,ad,1.12807882,229,0.17030568,,4.25746479,1,,4.25746479,,18.5915493,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"CARROSSEL 2 - 18-02",archived,ad,1.12376238,227,0,,8.78,1,1,8.78,,38.6784141,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS1 - VM",archived,ad,1.37423313,224,0,,4.86,1,,4.86,,21.69642857,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - TACI 2",active,ad,1.27272727,224,0.44642857,,7.27,19,6,0.38263158,,32.45535714,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,ADS9,inactive,ad,1.115,223,0.29147982,,6.22,1,1,6.22,,27.89237668,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD - RAIZA",inactive,ad,1.15625,222,0.11711712,,2.09,,,,,9.41441441,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,ADS8,inactive,ad,1.29069767,222,0.38288288,,5.22,18,13,0.29,,23.51351351,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 2",inactive,ad,1.13989637,220,0.16818182,,6.47,8,6,0.80875,,29.40909091,"Compras no site",6.47,2,0.125,1,15.91499227,"Valor de conversão da compra no site",102.97,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - TACI",active,ad,1.64179104,220,0.62727273,,6.12,29,14,0.21103448,,27.81818182,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - tofu  teste ate 09-05 — Cópia",inactive,ad,1.09090909,216,0.33333333,,2.83,1,1,2.83,,13.10185185,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - RMKT — Cópia",inactive,ad,1.33333333,216,0,,1,2,2,0.5,,4.62962963,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD - MOFU 3",not_delivering,ad,1.36075949,215,0.42325581,,6.98,29,22,0.24068966,,32.46511628,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"AD - 5 — Cópia",inactive,ad,1.0974359,214,0.29439252,,3.3,3,3,1.1,,15.42056075,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS1 - 18-02",inactive,ad,1.21590909,214,0,,4.12,4,2,1.03,,19.25233645,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - TOFU LARISSA — Cópia",inactive,ad,1.01463415,208,0.45673077,,6.32,2,1,3.16,,30.38461538,"Compras no site",6.32,,0.5,1,26.3164557,"Valor de conversão da compra no site",166.32,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - EVELYN NVIER",not_delivering,ad,1.21052632,207,0.16425121,,6.98,,,,,33.71980676,,,,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,AD4,inactive,ad,1.06153846,207,0,,3.45,,,,,16.66666667,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD -1",not_delivering,ad,1.18965517,207,0.20289855,,3.05,2,3,1.525,,14.73429952,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS2 - VM",not_delivering,ad,1.02487562,206,0,,7.51,2,1,3.755,,36.45631068,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"AD - FERNANDA — Cópia",inactive,ad,1.38095238,203,0.50246305,,9.69,22,17,0.44045455,,47.73399015,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,AD1,inactive,ad,1.13407821,203,0.07389163,,1.81,,,,,8.91625616,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1",archived,ad,1.1160221,202,0.25247525,,3.87,2,2,1.935,,19.15841584,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"Criativo 2 - Melhora retenção 29/12",archived,ad,1.13559322,201,0.13930348,,4.19,2,1,2.095,,20.84577114,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"Criativo 1 - Brenda 29/12 — Cópia",archived,ad,1.0255102,201,0.1840796,,3.95,1,,3.95,,19.65174129,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"AD - ORG TOFU",inactive,ad,1.18934911,201,0,,10.18,3,3,3.39333333,,50.64676617,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"AD - RMKT 4",not_delivering,ad,1.2987013,200,0,,4.42,2,2,2.21,,22.1,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS2 - VM",archived,ad,1.24223602,200,0,,5.72,7,4,0.81714286,,28.6,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - MANOELI",not_delivering,ad,1.15697674,199,0.40703518,,12.9,6,4,2.15,,64.8241206,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,AD2,not_delivering,ad,1.2208589,199,0.1758794,,5.17,,,,,25.9798995,,,,,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD - NIVER",inactive,ad,1.18562874,198,0.00505051,,4.12,,,,,20.80808081,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - ALESSANDRA TOFU",inactive,ad,1.03125,198,0.49494949,,3.83,2,2,1.915,,19.34343434,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - MOFU teste ate 08-05 — Cópia",inactive,ad,1.07027027,198,0.5,,3.63,2,1,1.815,,18.33333333,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,AD14,inactive,ad,1.06451613,198,0.26262626,,10.88,1,,10.88,,54.94949495,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - EVELYN NIVER 2",not_delivering,ad,1.07103825,196,0.21428571,,5.45,1,1,5.45,,27.80612245,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS2 - VM",archived,ad,1.09550562,195,0,,5.19,,,,,26.61538462,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,ADS2,archived,ad,1.10857143,194,0.30927835,,6.25,3,2,2.08333333,,32.21649485,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - TACI 3",active,ad,1.6440678,194,0.67010309,,5.13,29,13,0.17689655,,26.44329897,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"ADS 2 - INGRID VM — Cópia",inactive,ad,1.1626506,193,0.18134715,,8.92,7,5,1.27428571,,46.21761658,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"Criativo Versão 1 - Raiza 29/12",archived,ad,1.26143791,193,0.12953368,,6.05,,,,,31.34715026,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS1 - Q10",not_delivering,ad,1.11560694,193,0,,6.35,4,3,1.5875,,32.9015544,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS2- ORG",inactive,ad,1.10344828,192,0,,3.22,1,1,3.22,,16.77083333,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",unknown,"AD - LEVE 3 PAGUE 2",active,ad,1.03278689,189,0,,12.5198232,1,4,12.5198232,,66.24245081,"Compras no site",12.5198232,6,1,1,14.94509922,"Valor de conversão da compra no site",187.11,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - DANI TOFU — Cópia",inactive,ad,1.11242604,188,0.10106383,,3.5,3,2,1.16666667,,18.61702128,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"AD9 - CARROSSEL",inactive,ad,1.15337423,188,0.09042553,,5.56,2,1,2.78,,29.57446809,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - ALESSANDRA TOFU",inactive,ad,1.03910615,186,0.42473118,,4.03,2,1,2.015,,21.66666667,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - MI RUBACK MOFU — Cópia",not_delivering,ad,1.24832215,186,0.24193548,,6.36851757,7,7,0.90978822,,34.23934178,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS3 - 18-02",not_delivering,ad,1.02209945,185,0,,4.5,1,1,4.5,,24.32432432,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - MOFU teste ate 08-05 — Cópia",inactive,ad,1.1572327,184,0.15217391,,4.25,,,,,23.09782609,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - MOFU teste ate 08-05",inactive,ad,1.14285714,184,0.22282609,,18.85,1,,18.85,,102.44565217,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"Criativo 1 - Brenda 29/12 — Cópia",not_delivering,ad,1.39230769,181,0.29834254,,2.91,24,8,0.12125,,16.07734807,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS3- Q10",not_delivering,ad,1.05232558,181,0,,3.1,3,3,1.03333333,,17.12707182,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"AD - TOFU",inactive,ad,1.23287671,180,0.28888889,,5.78,6,4,0.96333333,,32.11111111,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"AD - BOFU — Cópia",not_delivering,ad,1.08588957,177,0,,6.9,2,1,3.45,,38.98305085,,,0,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - ANA ELISA MOFU — Cópia",active,ad,1.15789474,176,0.19318182,,6.41779798,7,3,0.91682828,,36.46476125,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - MI RUBACK MOFU — Cópia",not_delivering,ad,1.14285714,176,0.18181818,,10.41757505,4,3,2.60439376,,59.19076734,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia — Cópia",active,ad,1.2,174,0,,1.75655156,,,,,10.0951239,"Compras no site",1.75655156,1,,1,175.2866282,"Valor de conversão da compra no site",307.9,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"AD - LIS TOFU",inactive,ad,1.22695035,173,0.28323699,,8.13,8,8,1.01625,,46.99421965,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - MOFU — Cópia",not_delivering,ad,1.2027972,172,0.11046512,,2.44,1,,2.44,,14.18604651,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,AD2,not_delivering,ad,1.15540541,171,0.21052632,,4.61,,,,,26.95906433,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 5",archived,ad,1.0974026,169,0.17159763,,5.22,2,1,2.61,,30.88757396,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",existing,"AD - TOFU LARISSA — Cópia",inactive,ad,1.05625,169,0.50887574,,6.71,5,,1.342,,39.70414201,"Compras no site",6.71,1,0.2,1,39.00447094,"Valor de conversão da compra no site",261.72,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS 1",inactive,ad,1.36290323,169,0.31952663,,6.08,1,1,6.08,,35.97633136,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - ANA MOFU — Cópia",inactive,ad,1.14965986,169,0.15976331,,2.46,4,2,0.615,,14.55621302,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"ADS 2 — Cópia",inactive,ad,1.08441558,167,0,,10.69,,,,,64.01197605,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS DANI 2",not_delivering,ad,1.26515152,167,0,,1.13,,,,,6.76646707,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS 4",archived,ad,1.21167883,166,0.26506024,,3.21,7,3,0.45857143,,19.3373494,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD - BOFU — Cópia",not_delivering,ad,1.08496732,166,0,,8.38,1,1,8.38,,50.48192771,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS2 - 18-02",not_delivering,ad,1.0310559,166,0,,3.95,2,1,1.975,,23.79518072,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS1 - 18-02",not_delivering,ad,1.05844156,163,0,,6.38,4,3,1.595,,39.14110429,"Compras no site",6.38,1,0.25,1,21.43730408,"Valor de conversão da compra no site",136.77,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - MOFU teste ate 08-05",inactive,ad,1.15602837,163,0.08588957,,6.28,1,,6.28,,38.52760736,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - MOFU teste ate 08-05",inactive,ad,1.10958904,162,0.19753086,,7.08,2,2,3.54,,43.7037037,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD -2",not_delivering,ad,1.265625,162,0.2654321,,2.07,,,,,12.77777778,,,,,,,,,2026-01-01,2026-05-25
